sample_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	species	lat	long	country
ANWC_B32623_trichroa	-3.687488258315235	62.47146864030339	-14.70546939550706	2.707182626721021	-6.9528710391697945	13.474811996324878	-51.15981491388672	-18.64861474003375	13.45706877099904	4.18479307002808	-0.7572618309442553	-1.3269494629592842	-1.814166383989466	-1.370660954891573	2.8884221447628886	2.488582607493957	2.1641651589475397	0.3617612966648141	4.244890872013413	-1.0066683506318357	-0.9517280721276602	-3.216450662924201	1.5829292189819755	0.7158828757084144	-1.0555947000819135	0.43180696820794845	4.274590013550461e-12	trichroa	-17.2	145.7	australia
ANWC_B52739_trichroa	-3.1349511729489796	60.30606120674756	-12.37613716551923	10.756375688521299	1.6406423414557714	-11.956447770976459	53.171806770815	22.044777366617467	-11.120379801679496	-2.880118511506678	-1.7476301987087466	-1.607535062402149	-1.5761167915338812	-0.5686511514471028	-0.6447654280272181	-4.419489911916828	-0.31652150315823485	-0.7925789341257194	1.1298140688152576	-0.03759406362524241	0.5496771654328968	-0.2976698775222386	0.0935878371306666	-0.4569312966693355	-1.5496155080032528	-1.4779593076937014	5.117355649474076e-13	trichroa	-16.6	145.3	australia
KU12254_trichroa	-5.04749529399955	-2.2193307242381457	20.244851299567383	-3.145154797003336	-10.580447789446872	-4.708289504576067	25.466886669990007	-27.323374833752542	46.54077118865453	48.27457137512232	-2.026855063743504	7.817080290795763	-3.155900430551736	0.5624175176210893	2.475452906120047	0.9362745060065802	2.3532870557574834	3.6066789616593278	4.674645999135355	1.5682186449821802	-4.133376770227628	-2.2876803530892103	-4.0783937753878305	1.883679398288944	-3.412524199400499	-0.6867019631072012	6.496111157675011e-14	trichroa	-4.7172667	145.2748167	png
KU12301_trichroa	-3.2317792872703532	-6.870872873793035	28.0384511424292	73.38350911219136	15.442366067016083	-12.187845872457995	-13.119559572753612	3.854288802710964	-7.978949625428435	6.090319832000162	9.725495819752508	0.0772159908023614	-0.11783280489207835	1.8659252736622993	-2.575193132869944	-2.5383309096646327	5.039893037496905	0.7128607678083462	5.571795010447707	-3.853131122329853	-2.970480225605204	0.11478576925726695	-2.0544079487082922	-1.9763898562290931	-0.8588669157631267	0.6117961548093214	8.098656836298679e-14	trichroa	-4.7172667	145.2748167	png
KU12846_trichroa	-3.4649411644840997	2.573990530133199	6.183655313007113	-4.112343127527042	3.997460521712002	-3.6798133584509465	-4.680999627492571	-0.10400375275966577	1.2258304097147985	-3.6607331500730016	8.404715413950917	8.810903770848379	2.9789194472094547	0.7069701412600654	-12.209222884569593	2.380733452629772	-1.1724269655861346	6.1180185989341425	-35.00644568606581	18.578762032090243	25.342189739571353	41.610234630656855	-27.50220714391372	21.14116189401237	-9.548139000895604	-6.426527235154135	4.011580564261541e-14	trichroa	-6.6944444	145.1066667	png
KU12856_papuana	-6.098396806628947	-7.186736437611214	-10.57650049842732	-1.2176118874833013	-6.016790669030893	-0.0037836992159524362	0.2144568744314389	2.7098211832881685	-2.2876776661823146	2.541486732521941	1.8411057157857578	-2.957259047732396	-1.3347378395083944	0.9996154147209967	-4.373609944471442	-3.0959924880150473	8.771364780774762	-3.8705917442460818	-4.49719366967193	9.253568026155286	1.2928268505769833	1.1736054312662902	-3.323175909748739	-7.043871816597936	-0.9609140704733716	68.78101517871917	-3.8658751764023003e-13	papuana	-6.6944444	145.1066667	png
KU14618_papuana	-6.389210564243412	-11.110784236633146	-15.777304759776289	9.51707645153673	-27.360096113972997	5.967638829330439	-2.9733272349773228	14.799745854419038	-9.246622306456088	6.1245300616243465	-23.219055860557535	44.37929803004443	39.74797129004287	-6.067500192793877	22.480809463501956	8.196929084878613	-0.4040614427239166	4.423075044785304	3.0232053330845345	-5.5360505676436045	1.3132296637715586	-1.2889509979587974	-0.5414058520347855	7.755911944305779	1.883870158760451	-1.8476945287278195	-6.365522258605649e-13	papuana	-9.98955	149.4867333	png
KU14621_papuana	-5.239858793298025	-10.422808413178114	-13.136714106112313	-2.732675684481318	-14.23923304176001	-0.8202888783127794	0.39294926949417225	-1.0220211411800282	-2.71423359203606	5.09919101818124	12.298207903881101	-10.658539962382582	-4.798039196482552	-13.39034599587392	-4.101121849940885	-11.79437621055987	18.709774613627857	-37.81127707120947	-8.969918000172875	-52.47079730228148	9.58181999524447	4.150366489763806	-4.821940117993888	7.33702052505364	-5.176860080615572	-5.392114994723157	-3.672425861675488e-13	papuana	-9.98955	149.4867333	png
KU14622_papuana	-6.0864594457831815	-9.955541614528695	-11.330627465464687	1.2736111481041354	-7.872528525049456	3.178452607511916	5.413950158725939	-1.6915703330565914	-0.38782513923186956	-9.321056811530752	0.3500910580665657	-15.205754282977066	-11.744541348236003	-14.541454042780662	-6.764205572654967	33.37225799413676	35.6768647953521	48.40886131734887	-1.3757919571564299	-12.340638464243467	-5.712721825027528	2.8345190828549347	9.419779175715439	4.42219072370882	1.6637670900654336	-3.973472240614711	1.2013906037534883e-13	papuana	-9.98955	149.4867333	png
KU14624_papuana	-6.204939812407866	-11.252820674848483	-20.503960037667845	-0.6195348919408342	-18.7607858901678	-9.164458476716671	-4.129746129367442	1.8445384369445261	-6.190446954674141	1.8386821109236446	10.283680384139478	8.412055456594068	-27.538896799576587	51.32939056540279	2.3555067615831646	-19.65827462606865	-19.03635266635215	23.890211570000567	10.33827409099125	-13.704573943990084	5.464743084664291	2.9397354350462352	-2.7079924540616394	-0.19369365199555022	3.171489547778216	-3.8499253252185217	9.728467489054926e-14	papuana	-9.98955	149.4867333	png
KU16064_papuana	-7.097236554256084	-11.579195625527378	-9.68284184437912	8.83217821910095	-19.662718431210614	-0.6345892081154424	-1.2903304075257422	-0.7704062680461677	-7.146165710440539	8.671614027391493	-24.990700593057092	-42.88894389632161	5.478865983284031	-18.76091068718492	-14.666120521549932	5.252044824812347	-44.82978488757734	2.3739249578043626	6.787905546061275	5.262964358382855	5.688227681480991	-4.8148326850454275	-3.467420964232265	12.968225518153385	-4.5046972847965625	-1.9405889862840127	-2.7374695392434756e-14	papuana	-4.7172667	145.2748167	png
KU16071_trichroa	-3.2984088030762013	1.1094600304078983	8.669564764587086	-13.001699136986817	10.442877741966962	-4.476870131762924	-0.13016891758885685	1.0199757169528938	1.8763176167909448	-12.968023794616897	12.035873966956384	24.450516653385737	4.724255405547773	8.113849837533103	-41.65986607707224	39.94736633164086	-18.02820014857568	-12.969293958121387	21.290695648081336	-12.499713590878287	-9.587264182943343	-5.778372977072382	-9.71626774865259	-5.234196198410425	-7.713559782530929	2.054540589229574	4.294091124346089e-15	trichroa	-4.7172667	145.2748167	png
KU16075_trichroa	-3.0781736341379298	-0.2815021318641223	13.486797366816791	-25.784997437795987	24.74037213446222	-30.44252805732017	-23.631903383617004	49.53671275057414	6.597341859294178	21.34532518463678	-21.698290679025327	-10.089830357585198	-4.720328363055174	3.558889543024627	8.95189344620964	0.8882389052601543	8.53704234762353	1.2425801889739017	3.0517520216309113	-4.515985280815812	-5.605448656780392	-0.6653024744307342	-3.2198042274902723	1.0642531860318682	-1.2885920317407005	-1.7842325178427223	-5.320606287365429e-13	trichroa	-4.7172667	145.2748167	png
KU16086_trichroa	-4.244650335109514	-0.8021417488767967	7.265712692443267	-5.415235218644639	3.8955846675341617	-3.973100380392869	0.6101111426767807	-1.7738796083174277	-0.16230443912283274	-3.679575751935484	11.619542758346851	1.5112305169251963	-2.9432265920373273	-4.285131662945981	1.6271370004596832	5.888525691310285	-0.9683077660816967	-5.035417455181728	-4.913961565088778	6.5791360464115725	22.32397217751069	-25.19206753080528	-5.209700733399143	13.761325797964195	61.98822602108749	-1.1334937459570456	-4.61597204686956e-13	trichroa	-4.7172667	145.2748167	png
KU16234_trichroa	-3.39704032566328	1.412579592250881	10.334960010130164	-4.150649948724958	-0.8143330678640213	-4.133399777066282	-0.96190444549304	-4.603508518626854	-3.8155777959081445	-1.2729344773035867	2.9179879947731218	3.355303471243163	3.296403516178124	4.833951431578339	-2.426680373866072	-0.20465382387051834	-19.88262125626898	-1.994452852937833	-45.32517386289393	-7.449981459339197	-40.07743146973391	6.57994800591455	35.96343118470623	1.8984667051218438	10.882710726868329	0.9377211709500993	-2.941473020018348e-13	trichroa	-9.9895	149.4866667	png
KU16434_papuana	-6.090096311987599	-10.005624631544459	-11.684251405676473	-1.5661270174261384	-5.9907339558427	-5.6173335530710125	-1.2436900183871438	0.953070027630939	-2.0583885164283102	2.1151744596602944	4.925932051334071	1.6960496049900293	-7.270745364303062	-1.199481032551056	-7.9077113475676954	-1.7362358546748573	14.289822124018418	-23.89455622352864	30.97162197415778	29.7582648369562	2.9584238773730713	29.069185985643756	40.76856595627699	11.105926553356932	5.489021730189442	-8.194362961016372	-1.3767470236764057e-15	papuana	-9.9895	149.4866667	png
KU23619_trichroa	123.701735167211	-2.4579645492986124	-2.917674058378857	0.2632662630452336	-1.8011232836447926	0.3611087349984452	0.2745287942341983	-0.8039025887694164	-0.31534996911734725	0.5367278678791859	-0.9796995906901997	-0.6301369709550415	-0.5129210770771453	0.08581980372705958	0.4377628705726995	0.45344864917052013	0.295440946874681	-0.2383051249551423	0.41631397213814486	0.8541607412938669	-0.3597286517982474	-0.23278900849939382	-0.46288105413631553	-0.26938764666117276	0.07886792466284165	0.09365530946468674	-4.576320876067963e-13	trichroa	7.489199	134.560307	palau
KU32805_trichroa	-4.142061661074297	-0.03140415344783586	28.01858410059317	-5.83197206393347	-2.903593585472848	68.31843380480299	5.187005831754142	22.951110763944868	-14.760899527826863	13.371289737629967	4.388782291946295	-7.308458704456286	-9.284072475177634	12.388604593851563	4.006405499543865	3.530905358765537	2.1793123736225386	-4.60705698924807	1.7343781351363416	3.634941449231772	-0.797979209187879	-0.7157841341478172	-1.0193943684876758	-0.1478559655949751	-2.823325230692321	-2.9172775485380975	9.309584624462436e-14	trichroa	-9.6356	160.0585	solomons
KU32819_trichroa	-2.4595316492000254	-0.07390334551311231	15.520062439636504	-14.816668791350207	0.3537033523368592	4.9991544365503575	-3.1695227379956803	4.534722034336369	3.9022091647424166	-10.510550616171574	13.719403938696136	5.708713273503413	22.98616122677687	-24.09095497056126	-26.677240377773863	-50.33137337442807	0.8620076849726794	25.941324288765205	14.445633869694925	-3.19033104530619	-4.628897232237981	-1.6369587802158365	1.4004415244919541	-6.468757110285129	1.9291456513675906	-2.0428396488675333	1.1589824423525324e-13	trichroa	-9.6356	160.0585	solomons
KU34978_trichroa	-3.384922226483172	-2.558135329838831	10.922675744370707	-4.770739663232545	2.567132167650659	-6.433659305746055	-0.7845849803003534	-1.0798935334289734	3.574593341845195	-6.836958572554909	5.602368968133584	1.5970280193622985	5.425195154220915	3.196817396098417	4.764419849229773	5.253201173070185	-4.30103483846029	2.58513001327988	-15.848091165782574	2.695709117398073	46.51435493524092	-25.54234072462983	33.41190331551934	-19.885708864247906	-27.099582971194057	-2.8962900682360644	-5.607453520614647e-13	trichroa	-10.573	161.899	solomons
KU35027_trichroa	-4.293143216024276	-3.43868704545555	7.521018743430372	-9.073862610532297	-1.241300562430964	-7.123010820671477	0.3170178193266935	1.3596090064756852	1.713126625614049	-14.864321970404104	37.323981641398916	0.5138051912014174	-12.947859757268292	-28.383040968176747	47.67697267033646	8.273980590720797	-22.9746750985487	1.8511030270876645	13.833709495813254	1.5894520218692982	-9.526343819140317	8.342571719360109	-8.294738572789118	-2.7558017108022974	-8.806584951284043	2.5241107050813807	-7.449137606665296e-13	trichroa	-10.573	161.899	solomons
KU5270_papuana	-6.883851661005506	-10.936286968367668	-16.011569329647696	-1.6999551115251226	-8.090699758362836	-7.062781948393664	-2.320059991960194	-0.9790136321098423	-8.752103228663188	-1.816048289631955	13.566924093817992	0.36601918867230904	-4.371171064443202	3.506907286751374	-4.375779523236794	-7.692670598888199	18.447122005282285	-10.549503338940962	-11.395119564128281	31.483951325829057	-23.33692796417038	-40.64298215441632	-16.125371705880433	17.561733828350423	-21.936966655406344	-12.354809912595888	-1.5561488729554096e-13	papuana	-6.598324	145.275345	png
KU5274_papuana	-7.105109915035158	-8.18781175466403	-13.427614476022823	1.576747896645337	-12.295987639102785	-1.8989394711451144	-1.771205209297348	-0.39321031804735096	-2.414440267891957	3.2813693465532094	-5.366418203917842	-5.1278083888345	-1.4972228231921545	-4.453508419777731	-3.6222281061392043	2.6431392106576537	5.171156851855678	-9.08568347936438	-9.621905531259113	14.591067690529076	-5.4686560614823625	10.283121916622324	-17.104216655553614	-62.01405542751656	13.921951095428932	-15.958346038614936	8.112933068404882e-14	papuana	-6.598324	145.275345	png
YPM151447_trichroa	-4.4748315607444615	-1.3273859428427668	10.121950203633146	-4.564706633621276	2.8281277744670343	-2.121614029416754	6.618476392214839	-12.393585191679003	15.144231285589521	-28.23749285675065	-0.6703643031343999	-33.203711820657766	43.27917392570043	36.04383845692313	16.966762826887045	2.7019482230620393	11.367858414943926	-6.265843221291083	8.765908505134085	-1.6961624266431048	-6.085027358330632	6.096075990269486	-6.1395945807051024	2.0671179394759966	1.5147125166025797	-1.0740740671364835	1.0939984812149972e-13	trichroa	-8.9897	147.6314	png
YPM151458_trichroa	-4.83662311972279	-4.844643363362435	16.0463051091452	5.2992561464465755	-2.4597804603682114	6.229148239125139	4.249004416065232	-5.038412403702568	22.457787010688765	-43.911407958575765	-44.57852089756022	14.024791115424074	-33.29437058637479	-6.135677221441073	3.6173446685457096	-11.487824459897714	1.7106537718288959	-9.306616945850267	-0.09792162508677275	-0.6594839465629675	-2.2509144366905125	-2.265807494375228	-4.037708200113114	3.2866767587035177	-2.234042458440189	0.6745668420839805	4.470658869146216e-14	trichroa	-8.924	147.57	png
YPM151575_trichroa	-4.636755905699052	3.2546683670868513	15.645616910747027	-18.241450796585976	21.21037241639199	-9.019222526531175	2.7772681348140775	-43.51590968103507	-52.83205630628847	11.936954364750786	-20.55764646408311	4.534128583299562	-2.8411167334341667	-0.7635947182395522	8.98252512416941	-3.631750147585237	6.164259340934051	2.6392949814758295	8.711947640224833	-3.833946463798652	0.6441582803578241	2.0710019915797493	-4.415294242436788	-0.9575544008396428	-3.256657727944071	0.5457406115961394	-1.3438360667306082e-13	trichroa	-8.924	147.57	png
YPM151655_papuana	-5.6937776886118785	-15.584646801495378	-45.88954129795738	7.136181266482588	59.924384627903876	22.92922812169562	6.673355296100601	-5.467065399349738	15.694143573442663	4.547193572151933	-2.4116503155574445	3.7507888001716942	3.8463204821731565	-3.1820852434893827	4.772329907817494	-5.616604198046386	-9.82603873058014	2.266352324412578	-1.940969555253886	-3.055138263039674	-0.1806975157410753	-0.6871625931026387	1.601278042902728	0.43463029761392036	-0.29723889354872923	-2.704242439813896	-8.741360500025275e-13	papuana	-9.053	147.602	png
